Coefficient of Variation for Change: Percent Total by All Categories

+------------+--------+----------+-----------+-----------------+---------+
|  variable  | table  | sumlevel | change_cv | change_cv_count | percent |
| b13002_002 | b13002 |   140    |    low    |       9378      |   99.3  |
| b13002_002 | b13002 |   140    |   medium  |        62       |   0.7   |
| b13002_002 | b13002 |   140    |    high   |        5        |   0.1   |
| b13002_002 | b13002 |   160    |    low    |       2167      |   98.3  |
| b13002_002 | b13002 |   160    |   medium  |        36       |   1.6   |
| b13002_002 | b13002 |   160    |    high   |        1        |   0.0   |
| b13002_002 | b13002 |   170    |    low    |        3        |  100.0  |
| b13002_002 | b13002 |   250    |    low    |        45       |   97.8  |
| b13002_002 | b13002 |   250    |   medium  |        1        |   2.2   |
| b13002_002 | b13002 |   251    |    low    |        31       |  100.0  |
| b13002_002 | b13002 |   256    |    low    |        42       |   95.5  |
| b13002_002 | b13002 |   256    |   medium  |        2        |   4.5   |
| b13002_002 | b13002 |   310    |    low    |       148       |   94.9  |
| b13002_002 | b13002 |   310    |   medium  |        6        |   3.8   |
| b13002_002 | b13002 |   310    |    high   |        2        |   1.3   |
| b13002_002 | b13002 |   400    |    low    |       537       |   97.5  |
| b13002_002 | b13002 |   400    |   medium  |        11       |   2.0   |
| b13002_002 | b13002 |   400    |    high   |        3        |   0.5   |
| b13002_002 | b13002 |   500    |    low    |        86       |   86.9  |
| b13002_002 | b13002 |   500    |   medium  |        11       |   11.1  |
| b13002_002 | b13002 |   500    |    high   |        2        |   2.0   |
| b13002_002 | b13002 |   795    |    low    |       443       |   93.5  |
| b13002_002 | b13002 |   795    |   medium  |        30       |   6.3   |
| b13002_002 | b13002 |   795    |    high   |        1        |   0.2   |
| b13002_002 | b13002 |   860    |    low    |       3171      |   98.2  |
| b13002_002 | b13002 |   860    |   medium  |        56       |   1.7   |
| b13002_002 | b13002 |   860    |    high   |        1        |   0.0   |
| b13002_003 | b13002 |   020    |    low    |        1        |  100.0  |
| b13002_003 | b13002 |   030    |    low    |        3        |  100.0  |
| b13002_003 | b13002 |   040    |    low    |        17       |   89.5  |
| b13002_003 | b13002 |   040    |   medium  |        1        |   5.3   |
| b13002_003 | b13002 |   040    |    high   |        1        |   5.3   |
| b13002_003 | b13002 |   050    |    low    |       495       |   96.9  |
| b13002_003 | b13002 |   050    |   medium  |        16       |   3.1   |
| b13002_003 | b13002 |   060    |    low    |       2475      |   98.6  |
| b13002_003 | b13002 |   060    |   medium  |        34       |   1.4   |
| b13002_003 | b13002 |   060    |    high   |        2        |   0.1   |
| b13002_003 | b13002 |   140    |    low    |       7520      |   99.6  |
| b13002_003 | b13002 |   140    |   medium  |        22       |   0.3   |
| b13002_003 | b13002 |   140    |    high   |        6        |   0.1   |
| b13002_003 | b13002 |   160    |    low    |       1671      |   98.8  |
| b13002_003 | b13002 |   160    |   medium  |        19       |   1.1   |
| b13002_003 | b13002 |   160    |    high   |        1        |   0.1   |
| b13002_003 | b13002 |   170    |    low    |        3        |  100.0  |
| b13002_003 | b13002 |   250    |    low    |        34       |   97.1  |
| b13002_003 | b13002 |   250    |   medium  |        1        |   2.9   |
| b13002_003 | b13002 |   251    |    low    |        7        |  100.0  |
| b13002_003 | b13002 |   256    |    low    |        31       |   96.9  |
| b13002_003 | b13002 |   256    |   medium  |        1        |   3.1   |
| b13002_003 | b13002 |   310    |    low    |       124       |   95.4  |
| b13002_003 | b13002 |   310    |   medium  |        5        |   3.8   |
| b13002_003 | b13002 |   310    |    high   |        1        |   0.8   |
| b13002_003 | b13002 |   400    |    low    |       450       |   97.4  |
| b13002_003 | b13002 |   400    |   medium  |        11       |   2.4   |
| b13002_003 | b13002 |   400    |    high   |        1        |   0.2   |
| b13002_003 | b13002 |   500    |    low    |        84       |   96.6  |
| b13002_003 | b13002 |   500    |   medium  |        2        |   2.3   |
| b13002_003 | b13002 |   500    |    high   |        1        |   1.1   |
| b13002_003 | b13002 |   795    |    low    |       380       |   97.7  |
| b13002_003 | b13002 |   795    |   medium  |        9        |   2.3   |
| b13002_003 | b13002 |   860    |    low    |       2706      |   98.8  |
| b13002_003 | b13002 |   860    |   medium  |        33       |   1.2   |
| b13002_003 | b13002 |   860    |    high   |        1        |   0.0   |
| b13002_004 | b13002 |   010    |    high   |        1        |  100.0  |
| b13002_004 | b13002 |   020    |   medium  |        2        |   50.0  |
| b13002_004 | b13002 |   020    |    high   |        2        |   50.0  |
| b13002_004 | b13002 |   030    |   medium  |        6        |   85.7  |
| b13002_004 | b13002 |   030    |    high   |        1        |   14.3  |
| b13002_004 | b13002 |   040    |    low    |        15       |   71.4  |
| b13002_004 | b13002 |   040    |   medium  |        6        |   28.6  |
| b13002_004 | b13002 |   050    |    low    |        48       |   96.0  |
| b13002_004 | b13002 |   050    |   medium  |        2        |   4.0   |
| b13002_004 | b13002 |   060    |    low    |        34       |   97.1  |
| b13002_004 | b13002 |   060    |   medium  |        1        |   2.9   |
| b13002_004 | b13002 |   140    |    low    |        15       |  100.0  |
| b13002_004 | b13002 |   160    |    low    |        26       |   96.3  |
| b13002_004 | b13002 |   160    |   medium  |        1        |   3.7   |
| b13002_004 | b13002 |   250    |    low    |        5        |  100.0  |
| b13002_004 | b13002 |   256    |    low    |        1        |  100.0  |
| b13002_004 | b13002 |   310    |    low    |        33       |   94.3  |
| b13002_004 | b13002 |   310    |   medium  |        2        |   5.7   |
| b13002_004 | b13002 |   400    |    low    |        36       |   97.3  |
| b13002_004 | b13002 |   400    |   medium  |        1        |   2.7   |
| b13002_004 | b13002 |   500    |    low    |        58       |   96.7  |
| b13002_004 | b13002 |   500    |   medium  |        2        |   3.3   |
| b13002_004 | b13002 |   795    |    low    |        61       |  100.0  |
| b13002_004 | b13002 |   860    |    low    |        27       |  100.0  |
| b13002_005 | b13002 |   010    |    low    |        1        |  100.0  |
| b13002_005 | b13002 |   020    |    low    |        2        |   66.7  |
| b13002_005 | b13002 |   020    |   medium  |        1        |   33.3  |
| b13002_005 | b13002 |   030    |    low    |        5        |   83.3  |
| b13002_005 | b13002 |   030    |   medium  |        1        |   16.7  |
| b13002_005 | b13002 |   040    |    low    |        12       |   75.0  |
| b13002_005 | b13002 |   040    |   medium  |        3        |   18.8  |
| b13002_005 | b13002 |   040    |    high   |        1        |   6.2   |
| b13002_005 | b13002 |   050    |    low    |       487       |   96.4  |
| b13002_005 | b13002 |   050    |   medium  |        18       |   3.6   |
| b13002_005 | b13002 |   060    |    low    |       2094      |   99.0  |
| b13002_005 | b13002 |   060    |   medium  |        20       |   0.9   |
| b13002_005 | b13002 |   060    |    high   |        1        |   0.0   |
| b13002_005 | b13002 |   140    |    low    |       5793      |   99.7  |
| b13002_005 | b13002 |   140    |   medium  |        16       |   0.3   |
| b13002_005 | b13002 |   140    |    high   |        4        |   0.1   |
| b13002_005 | b13002 |   160    |    low    |       1428      |   99.2  |
| b13002_005 | b13002 |   160    |   medium  |        11       |   0.8   |
| b13002_005 | b13002 |   170    |    low    |        2        |  100.0  |
| b13002_005 | b13002 |   250    |    low    |        23       |   95.8  |
| b13002_005 | b13002 |   250    |   medium  |        1        |   4.2   |
| b13002_005 | b13002 |   251    |    low    |        8        |  100.0  |
| b13002_005 | b13002 |   256    |    low    |        27       |  100.0  |
| b13002_005 | b13002 |   310    |    low    |       121       |   93.8  |
| b13002_005 | b13002 |   310    |   medium  |        7        |   5.4   |
| b13002_005 | b13002 |   310    |    high   |        1        |   0.8   |
| b13002_005 | b13002 |   400    |    low    |       426       |   98.2  |
| b13002_005 | b13002 |   400    |   medium  |        8        |   1.8   |
| b13002_005 | b13002 |   500    |    low    |        81       |   91.0  |
| b13002_005 | b13002 |   500    |   medium  |        7        |   7.9   |
| b13002_005 | b13002 |   500    |    high   |        1        |   1.1   |
| b13002_005 | b13002 |   795    |    low    |       363       |   96.3  |
| b13002_005 | b13002 |   795    |   medium  |        14       |   3.7   |
| b13002_005 | b13002 |   860    |    low    |       2481      |   99.3  |
| b13002_005 | b13002 |   860    |   medium  |        17       |   0.7   |
| b13002_006 | b13002 |   010    |    high   |        1        |  100.0  |
| b13002_006 | b13002 |   020    |   medium  |        2        |   50.0  |
| b13002_006 | b13002 |   020    |    high   |        2        |   50.0  |
| b13002_006 | b13002 |   030    |   medium  |        6        |   85.7  |
| b13002_006 | b13002 |   030    |    high   |        1        |   14.3  |
| b13002_006 | b13002 |   040    |    low    |        18       |   64.3  |
| b13002_006 | b13002 |   040    |   medium  |        10       |   35.7  |
| b13002_006 | b13002 |   050    |    low    |       329       |   96.8  |
| b13002_006 | b13002 |   050    |   medium  |        11       |   3.2   |
| b13002_006 | b13002 |   060    |    low    |       769       |   98.8  |
| b13002_006 | b13002 |   060    |   medium  |        9        |   1.2   |
| b13002_006 | b13002 |   140    |    low    |       1977      |   99.8  |
| b13002_006 | b13002 |   140    |   medium  |        2        |   0.1   |
| b13002_006 | b13002 |   140    |    high   |        2        |   0.1   |
| b13002_006 | b13002 |   160    |    low    |       600       |   98.8  |
| b13002_006 | b13002 |   160    |   medium  |        6        |   1.0   |
| b13002_006 | b13002 |   160    |    high   |        1        |   0.2   |
| b13002_006 | b13002 |   250    |    low    |        9        |  100.0  |
| b13002_006 | b13002 |   256    |    low    |        6        |  100.0  |
| b13002_006 | b13002 |   310    |    low    |       109       |   96.5  |
| b13002_006 | b13002 |   310    |   medium  |        4        |   3.5   |
| b13002_006 | b13002 |   400    |    low    |       178       |   96.2  |
| b13002_006 | b13002 |   400    |   medium  |        7        |   3.8   |
| b13002_006 | b13002 |   500    |    low    |        72       |   88.9  |
| b13002_006 | b13002 |   500    |   medium  |        9        |   11.1  |
| b13002_006 | b13002 |   795    |    low    |       380       |   97.7  |
| b13002_006 | b13002 |   795    |   medium  |        9        |   2.3   |
| b13002_006 | b13002 |   860    |    low    |       1275      |   99.1  |
| b13002_006 | b13002 |   860    |   medium  |        10       |   0.8   |
| b13002_006 | b13002 |   860    |    high   |        2        |   0.2   |
| b13002_007 | b13002 |   010    |    high   |        1        |  100.0  |
| b13002_007 | b13002 |   020    |   medium  |        2        |   50.0  |
| b13002_007 | b13002 |   020    |    high   |        2        |   50.0  |
| b13002_007 | b13002 |   030    |    low    |        2        |   22.2  |
| b13002_007 | b13002 |   030    |   medium  |        5        |   55.6  |
| b13002_007 | b13002 |   030    |    high   |        2        |   22.2  |
| b13002_007 | b13002 |   040    |    low    |        15       |   62.5  |
| b13002_007 | b13002 |   040    |   medium  |        6        |   25.0  |
| b13002_007 | b13002 |   040    |    high   |        3        |   12.5  |
| b13002_007 | b13002 |   050    |    low    |       486       |   94.9  |
| b13002_007 | b13002 |   050    |   medium  |        25       |   4.9   |
| b13002_007 | b13002 |   050    |    high   |        1        |   0.2   |
| b13002_007 | b13002 |   060    |    low    |       1383      |   98.2  |
| b13002_007 | b13002 |   060    |   medium  |        21       |   1.5   |
| b13002_007 | b13002 |   060    |    high   |        4        |   0.3   |
| b13002_007 | b13002 |   140    |    low    |       3890      |   99.7  |
| b13002_007 | b13002 |   140    |   medium  |        11       |   0.3   |
| b13002_007 | b13002 |   160    |    low    |       1048      |   98.5  |
| b13002_007 | b13002 |   160    |   medium  |        15       |   1.4   |
| b13002_007 | b13002 |   160    |    high   |        1        |   0.1   |
